Date,Symbol,r_lag1,r_lag5_mean,r_lag5_std,cs_rank,hype_score,degree_cen,mention_10d,sentiment_5d,y_sign_next,r_next,comm_Community_1,comm_Community_10,comm_Community_11,comm_Community_12,comm_Community_13,comm_Community_14,comm_Community_2,comm_Community_3,comm_Community_4,comm_Community_5,comm_Community_6,comm_Community_7,comm_Community_8,comm_Community_9
2025-12-30,GPSC,0.0,0.0014084525600053244,0.00586257882285263,0.38,0.3084218345695337,0.0408163265306122,0.0,0.0,0,-0.006944453467386813,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,GULF,0.006024130863356625,-0.007003678584631112,0.008783497227537563,0.54,0.824860649548974,0.5306122448979591,0.0,0.0,0,-0.005988058018237319,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,HMPRO,0.02307690670933593,-0.0028709364733746855,0.01658934268647414,0.94,0.3412017927251844,0.0816326530612244,0.0,0.0,0,-0.0075188165393909046,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-12-30,IVL,-0.006172834347085154,0.003997504541242103,0.024126155269042906,0.22,0.6190346064901138,0.4489795918367346,0.0,0.0,1,0.0062111749008488815,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,KBANK,0.00516797106279876,0.0020738896697921395,0.003372985324874523,0.5,0.8492309488143115,0.5510204081632653,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-12-30,KKP,0.014925426874121683,0.006796051225256972,0.010493104284312493,0.78,0.6442502814112808,0.4081632653061224,0.0,0.0,1,0.011029421329358025,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-12-30,KTB,0.008928579871847475,-0.0017385847837911416,0.007413971004822854,0.6,0.750245974679521,0.3673469387755101,0.0,0.0,1,0.017699131633245102,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-12-30,KTC,-0.009433911779217596,-0.0036873535242608613,0.014092603086233628,0.1,0.3257950366470686,0.0408163265306122,0.0,0.0,1,0.00952375807268191,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,LH,0.0,-0.0010470047435365616,0.00443020071122405,0.38,0.2735033172691258,0.0,0.0,0.0,1,0.010582028507718277,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,MINT,-0.004098385810223926,0.0017036835815594342,0.011167121338497022,0.32,0.4943019943019943,0.2040816326530612,0.0,0.0,1,0.008230503398788391,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,MTC,-0.007874056828492848,-0.009209824309236891,0.011257179110531,0.18,0.2887361173649064,0.0,0.0,0.0,0,-0.015872977049647075,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,OR,0.023076907516531797,-0.002881638961159938,0.015784511697999732,0.96,0.6153782616814699,0.2857142857142857,0.0,0.0,1,0.015037584074071741,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-12-30,OSP,0.018987348053084885,-0.0034835033447748074,0.022433776996433633,0.88,0.338970421015203,0.0612244897959183,0.0,0.0,0,-0.012422404860129133,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-12-30,PTT,0.015873040894867296,0.0015997963598335385,0.008676944910624016,0.82,0.7728921116235123,0.4285714285714285,0.0,0.0,0,-0.007812481088098955,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,PTTEP,0.013452928773458606,0.003599521861895294,0.007370389731775207,0.76,0.6813255353395934,0.4489795918367346,0.0,0.0,0,-0.00884954329694776,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,PTTGC,0.009615404379345938,0.003128132301210873,0.025011741596494823,0.64,0.6382595769495901,0.4693877551020408,0.0,0.0,1,0.004761914456553384,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,RATCH,-0.008403346939367506,-0.0016664264515817262,0.00705630548940594,0.14,0.2677087625191304,0.0,0.0,0.0,1,0.008474561620826382,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-12-30,SAWAD,-0.009708728368150066,-0.011307465410982109,0.012140419174465091,0.08,0.3498375384972611,0.0816326530612244,0.0,0.0,0,-0.03137256361864493,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-12-30,SCB,0.010909145231545292,0.004384958678284345,0.005394618711867293,0.66,0.7988495394135452,0.4693877551020408,0.0,0.0,1,0.021582722844178948,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-12-30,SCC,-0.0316622684841239,-0.005770919198541269,0.01709061358413342,0.02,0.6673911126530135,0.4489795918367346,0.0,0.0,1,0.035422405706909466,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,SCGP,-0.00581402303400802,-0.0022854118724631835,0.009650948800175717,0.24,0.5128534376254641,0.3469387755102041,0.0,0.0,0,-0.017543843718235586,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,TCAP,0.01304344677994429,0.001750354335557125,0.007871926786151742,0.72,0.3602260403234661,0.1020408163265306,0.0,0.0,1,0.008583738607151448,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-12-30,TIDLOR,0.0,-0.004597680985546404,0.010280727222539986,0.38,0.2781370028253271,0.0,0.0,0.0,0,-0.041176548088362686,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-12-30,TISCO,0.0045454399437425685,0.0018679532447805514,0.010962901517383569,0.46,0.6406867342025374,0.4081632653061224,0.0,0.0,1,0.0045248724079589575,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-12-30,TLI,0.025773265751655616,0.008317703197185167,0.013982760492122248,0.98,0.299872962494744,0.0,0.0,0.0,1,0.015075416729311897,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-12-30,TOP,0.021276541810577587,0.0029055389571072563,0.016146805948804504,0.92,0.7386039040525615,0.5102040816326531,0.0,0.0,1,0.03472220798316483,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-12-30,TRUE,0.009259197656079632,-0.005340439402126518,0.013673398904546186,0.62,0.7259234069997916,0.5510204081632653,0.0,0.0,1,0.036697273041814915,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,TTB,-0.009803916841928495,0.0020388263909969506,0.010810971582504459,0.06,0.389142793520201,0.2448979591836734,0.0,0.0,1,0.01980197055649935,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-12-30,TU,0.015873029472307953,6.190642937495828e-05,0.01244096487417652,0.8,0.2779194133981291,0.0,0.0,0.0,1,0.007812429918945485,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-12-30,WHA,0.006134929520999588,-0.001146561494776699,0.013059233131201853,0.56,0.2667685974671863,0.0204081632653061,0.0,0.0,0,-0.01219511829352471,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,ADVANC,0.025559059315158894,0.004478948154832985,0.012286208952792376,0.9,0.8340338761433772,0.5306122448979591,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,AOT,0.028301886792452935,0.0010176679494961593,0.015730076863673365,0.92,0.5714144407022494,0.3877551020408163,0.0,0.0,0,-0.05504587155963303,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,AWC,-0.00943394573173828,-0.009209589454419099,0.011237020623283052,0.2,0.26474316484215,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2026-01-05,BANPU,0.0,-0.002369880690383086,0.011368305792456249,0.42,0.5168610876183813,0.3469387755102041,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,BBL,0.014749280663547859,0.005332577849069486,0.006396779455083703,0.74,0.8021884428957072,0.4897959183673469,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-01-05,BDMS,0.005181360930161416,-0.004055667565189647,0.0066582189283139305,0.52,0.6121736045413307,0.4081632653061224,0.0,0.0,0,-0.005154652813465166,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,BEM,-0.009345738745091592,7.154195371199546e-05,0.013405526226758741,0.22,0.3153698175379232,0.0204081632653061,0.0,0.0,0,-0.0094339980302377,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,BH,0.00952377549489114,-0.006725732047196753,0.011423095196987768,0.68,0.5733025950300475,0.4693877551020408,0.0,0.0,0,-0.018867857748515737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,BJC,-0.02083323425750805,-0.00958953960425879,0.011589632352073435,0.08,0.3859487784668349,0.1020408163265306,0.0,0.0,1,0.014184351399743278,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,BTS,0.017543843138140724,-0.003206178994008879,0.022647279889234442,0.8,0.3820598396963626,0.0816326530612244,0.0,0.0,0,-0.017241363363798556,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,CBG,-0.0057471566429122545,-0.005623214144969491,0.012125049726241616,0.34,0.4037334379706352,0.1428571428571428,0.0,0.0,0,-0.01156066515689047,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,CCET,0.017699124552614354,-0.006694321893176558,0.01731943695679795,0.82,0.2944691120222417,0.0408163265306122,0.0,0.0,0,-0.02173914191042836,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2026-01-05,CENTEL,-0.029197098582607328,0.001805750860021682,0.02734657552538879,0.06,0.2958173008031775,0.0,0.0,0.0,0,-0.01503760368864726,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2026-01-05,COM7,-0.01530623990334845,-0.016733230329342264,0.004567689409760491,0.14,0.5390811125917591,0.3469387755102041,0.0,0.0,1,0.03108811735750283,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,CPALL,-0.00574708826114978,-0.008977633031213527,0.007473989436377993,0.36,0.4825031688955927,0.183673469387755,0.0,0.0,1,0.005780308202566475,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,CPF,0.0,-0.0009090201271505727,0.0038404503747201473,0.42,0.7091921123853364,0.4897959183673469,1.0,0.0,0,-0.01834856367474047,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,CPN,0.009049776674785015,-0.0007815148580891717,0.016776005900373592,0.64,0.2998494178860543,0.0204081632653061,0.0,0.0,0,-0.004484270847259775,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2026-01-05,CRC,-0.005555486288420952,-0.006569963072445973,0.002404190774902653,0.38,0.1885120701342117,0.1224489795918367,0.0,0.0,0,-0.005586635088134617,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,DELTA,0.0722544088420296,0.009991229338010976,0.03816465140382053,1.0,0.7549857549857552,0.5102040816326531,1.0,0.0,0,-0.013477134726085693,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2026-01-05,EGCO,0.004385978204837437,3.115536827646981e-05,0.008840289788747839,0.46,0.2641362307564376,0.0,0.0,0.0,0,-0.004366825403792185,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2026-01-05,GPSC,-0.006944453467386813,0.0014181650950451097,0.005845194883230643,0.3,0.3084218345695337,0.0408163265306122,0.0,0.0,1,0.034965080712928476,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,GULF,-0.005988058018237319,-0.0058891383318664834,0.008406140537747924,0.32,0.824860649548974,0.5306122448979591,0.0,0.0,1,0.0240964264480501,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,HMPRO,-0.0075188165393909046,-0.004374699781252866,0.016604812220561288,0.28,0.3412017927251844,0.0816326530612244,0.0,0.0,1,0.007575777419954743,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,IVL,0.0062111749008488815,-0.0036210129215607178,0.010227198534024224,0.54,0.6190346064901138,0.4489795918367346,0.0,0.0,0,-0.012345728392184396,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,KBANK,0.0,0.0020738896697921395,0.003372985324874523,0.42,0.8492309488143115,0.5510204081632653,2.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-01-05,KKP,0.011029421329358025,0.009762388370237485,0.008689394372416646,0.72,0.6442502814112808,0.4081632653061224,0.0,0.0,0,-0.014545506009543518,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-01-05,KTB,0.017699131633245102,0.0035556291376940053,0.010100508915613343,0.84,0.750245974679521,0.3673469387755101,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-01-05,KTC,0.00952375807268191,-0.005520914712164049,0.010622071753650724,0.66,0.3257950366470686,0.0408163265306122,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,LH,0.010582028507718277,0.0021220343107057004,0.00603637024441477,0.7,0.2735033172691258,0.0,0.0,0.0,1,0.01570683261112049,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,MINT,0.008230503398788391,-0.0007996026413023439,0.00607124693271633,0.58,0.4943019943019943,0.2040816326530612,0.0,0.0,0,-0.012244893422899694,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,MTC,-0.015872977049647075,-0.01389956752002841,0.0063160576683442965,0.12,0.2887361173649064,0.0,0.0,0.0,1,0.00806449608611537,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,OR,0.015037584074071741,0.00012587785365441028,0.017777599404194797,0.76,0.6153782616814699,0.2857142857142857,0.0,0.0,0,-0.02962961039080969,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2026-01-05,OSP,-0.012422404860129133,-0.0047484676764869335,0.02279345999570847,0.16,0.338970421015203,0.0612244897959183,0.0,0.0,0,-0.006289269412499854,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-01-05,PTT,-0.007812481088098955,3.730014221374756e-05,0.00968222776717163,0.26,0.7728921116235123,0.4285714285714285,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-01-05,PTTEP,-0.00884954329694776,2.781434918652792e-05,0.008354967654683488,0.24,0.6813255353395934,0.4489795918367346,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
